RedFighter,BlueFighter,Location,TotalFightTimeSecs,FinishRoundTime,WeightClass,Date,Winner,FinishDetails,Finish
Dalcha Lungiambula,Marc-Andre Barriault,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2021-09-04,Blue,,U-DEC
Edson Barboza,Giga Chikadze,"Las Vegas, Nevada, USA",704.0,1:44,Featherweight,2021-08-28,Blue,Punch,KO/TKO
Bryan Battle,Gilbert Urbina,"Las Vegas, Nevada, USA",435.0,2:15,Middleweight,2021-08-28,Red,Rear Naked Choke,SUB
Ricky Turcios,Brady Hiestand,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2021-08-28,Red,,S-DEC
Kevin Lee,Daniel Rodriguez,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2021-08-28,Blue,,U-DEC
Andre Petroski,Micheal Gillmore,"Las Vegas, Nevada, USA",792.0,3:12,Middleweight,2021-08-28,Red,Elbows,KO/TKO
Makhmud Muradov,Gerald Meerschaert,"Las Vegas, Nevada, USA",409.0,1:49,Middleweight,2021-08-28,Blue,Rear Naked Choke,SUB
Alessio Di Chirico,Abdul Razak Alhassan,"Las Vegas, Nevada, USA",17.0,0:17,Middleweight,2021-08-28,Blue,Kick,KO/TKO
Sam Alvey,Wellington Turman,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2021-08-28,Blue,,S-DEC
Dustin Jacoby,Darren Stewart,"Las Vegas, Nevada, USA",184.0,3:04,Light Heavyweight,2021-08-28,Red,Punches,KO/TKO
JJ Aldrich,Vanessa Demopoulos,"Las Vegas, Nevada, USA",900.0,5:00,Women's Flyweight,2021-08-28,Red,,U-DEC
Jamall Emmers,Pat Sabatini,"Las Vegas, Nevada, USA",113.0,1:53,Featherweight,2021-08-28,Blue,Heel Hook,SUB
Mana Martinez,Guido Cannetti,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2021-08-28,Red,,S-DEC
Jared Cannonier,Kelvin Gastelum,"Las Vegas, Nevada, USA",1500.0,5:00,Middleweight,2021-08-21,Red,,U-DEC
Clay Guida,Mark Madsen,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2021-08-21,Blue,,S-DEC
Parker Porter,Chase Sherman,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2021-08-21,Red,,U-DEC
Trevin Jones,Saidyokub Kakhramonov,"Las Vegas, Nevada, USA",879.0,4:39,Bantamweight,2021-08-21,Blue,Guillotine Choke,SUB
Vinc Pichel,Austin Hubbard,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2021-08-21,Red,,U-DEC
Alexandre Pantoja,Brandon Royval,"Las Vegas, Nevada, USA",406.0,1:46,Flyweight,2021-08-21,Red,Rear Naked Choke,SUB
Austin Lingo,Luis Saldana,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2021-08-21,Red,,U-DEC
Brian Kelleher,Domingo Pilarte,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2021-08-21,Red,,U-DEC
Bea Malecki,Josiane Nunes,"Las Vegas, Nevada, USA",294.0,4:54,Women's Bantamweight,2021-08-21,Blue,Punch,KO/TKO
William Knight,Fabio Cherant,"Las Vegas, Nevada, USA",238.0,3:58,Light Heavyweight,2021-08-21,Red,Punch,KO/TKO
Roosevelt Roberts,Ignacio Bahamondes,"Las Vegas, Nevada, USA",895.0,4:55,Lightweight,2021-08-21,Blue,Kick,KO/TKO
Sasha Palatnikov,Ramiz Brahimaj,"Las Vegas, Nevada, USA",153.0,2:33,Welterweight,2021-08-21,Blue,Rear Naked Choke,SUB
Derrick Lewis,Ciryl Gane,"Houston, Texas, USA",851.0,4:11,Heavyweight,2021-08-07,Blue,Punches,KO/TKO
Jose Aldo,Pedro Munhoz,"Houston, Texas, USA",900.0,5:00,Bantamweight,2021-08-07,Red,,U-DEC
Michael Chiesa,Vicente Luque,"Houston, Texas, USA",205.0,3:25,Welterweight,2021-08-07,Blue,D'Arce Choke,SUB
Tecia Torres,Angela Hill,"Houston, Texas, USA",900.0,5:00,Women's Strawweight,2021-08-07,Red,,U-DEC
Song Yadong,Casey Kenney,"Houston, Texas, USA",900.0,5:00,Bantamweight,2021-08-07,Red,,S-DEC
Bobby Green,Rafael Fiziev,"Houston, Texas, USA",900.0,5:00,Lightweight,2021-08-07,Blue,,U-DEC
Vince Morales,Drako Rodriguez,"Houston, Texas, USA",900.0,5:00,Bantamweight,2021-08-07,Red,,U-DEC
Alonzo Menifield,Ed Herman,"Houston, Texas, USA",900.0,5:00,Light Heavyweight,2021-08-07,Red,,U-DEC
Karolina Kowalkiewicz,Jessica Penne,"Houston, Texas, USA",272.0,4:32,Women's Strawweight,2021-08-07,Blue,Armbar,SUB
Manel Kape,Ode Osbourne,"Houston, Texas, USA",284.0,4:44,Flyweight,2021-08-07,Red,Flying Knee,KO/TKO
Miles Johns,Anderson Dos Santos,"Houston, Texas, USA",676.0,1:16,Bantamweight,2021-08-07,Red,Punch,KO/TKO
Victoria Leonardo,Melissa Gatto,"Houston, Texas, USA",600.0,5:00,Women's Flyweight,2021-08-07,Blue,,KO/TKO
Johnny Munoz,Jamey Simmons,"Houston, Texas, USA",455.0,2:35,Bantamweight,2021-08-07,Red,Rear Naked Choke,SUB
Uriah Hall,Sean Strickland,"Las Vegas, Nevada, USA",1500.0,5:00,Middleweight,2021-07-31,Blue,,U-DEC
Cheyanne Buys,Gloria de Paula,"Las Vegas, Nevada, USA",60.0,1:00,Women's Strawweight,2021-07-31,Red,Kick,KO/TKO
Niklas Stolze,Jared Gooden,"Las Vegas, Nevada, USA",68.0,1:08,Welterweight,2021-07-31,Blue,Punch,KO/TKO
Collin Anglin,Melsik Baghdasaryan,"Las Vegas, Nevada, USA",410.0,1:50,Featherweight,2021-07-31,Blue,Kick,KO/TKO
Bryan Barberena,Jason Witt,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2021-07-31,Blue,,M-DEC
Chris Gruetzemacher,Rafa Garcia,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2021-07-31,Red,,U-DEC
Jinh Yu Frey,Ashley Yoder,"Las Vegas, Nevada, USA",900.0,5:00,Women's Strawweight,2021-07-31,Red,,U-DEC
Ryan Benoit,Zarrukh Adashev,"Las Vegas, Nevada, USA",900.0,5:00,Flyweight,2021-07-31,Blue,,U-DEC
Phil Rowe,Orion Cosce,"Las Vegas, Nevada, USA",561.0,4:21,Welterweight,2021-07-31,Red,Punches,KO/TKO
Cory Sandhagen,TJ Dillashaw,"Las Vegas, Nevada, USA",1500.0,5:00,Bantamweight,2021-07-24,Blue,,S-DEC
Kyler Phillips,Raulian Paiva,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2021-07-24,Blue,,M-DEC
Darren Elkins,Darrick Minner,"Las Vegas, Nevada, USA",528.0,3:48,Featherweight,2021-07-24,Red,Punches,KO/TKO
Miranda Maverick,Maycee Barber,"Las Vegas, Nevada, USA",900.0,5:00,Women's Flyweight,2021-07-24,Blue,,S-DEC
Adrian Yanez,Randy Costa,"Las Vegas, Nevada, USA",431.0,2:11,Bantamweight,2021-07-24,Red,Punches,KO/TKO
Punahele Soriano,Brendan Allen,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2021-07-24,Blue,,U-DEC
Nassourdine Imavov,Ian Heinisch,"Las Vegas, Nevada, USA",489.0,3:09,Middleweight,2021-07-24,Red,Punches,KO/TKO
Mickey Gall,Jordan Williams,"Las Vegas, Nevada, USA",177.0,2:57,Welterweight,2021-07-24,Red,Rear Naked Choke,SUB
Julio Arce,Andre Ewell,"Las Vegas, Nevada, USA",525.0,3:45,Bantamweight,2021-07-24,Red,Punches,KO/TKO
Sijara Eubanks,Elise Reed,"Las Vegas, Nevada, USA",229.0,3:49,Women's Flyweight,2021-07-24,Red,Punches,KO/TKO
Diana Belbita,Hannah Goldy,"Las Vegas, Nevada, USA",900.0,5:00,Women's Strawweight,2021-07-24,Red,,U-DEC
Islam Makhachev,Thiago Moises,"Las Vegas, Nevada, USA",1058.0,2:38,Lightweight,2021-07-17,Red,Rear Naked Choke,SUB
Marion Reneau,Miesha Tate,"Las Vegas, Nevada, USA",713.0,1:53,Women's Bantamweight,2021-07-17,Blue,Elbows,KO/TKO
Jeremy Stephens,Mateusz Gamrot,"Las Vegas, Nevada, USA",65.0,1:05,Lightweight,2021-07-17,Blue,Kimura,SUB
Rodolfo Vieira,Dustin Stoltzfus,"Las Vegas, Nevada, USA",714.0,1:54,Middleweight,2021-07-17,Red,Rear Naked Choke,SUB
Gabriel Benitez,Billy Quarantillo,"Las Vegas, Nevada, USA",820.0,3:40,Featherweight,2021-07-17,Blue,Punches,KO/TKO
Daniel Rodriguez,Preston Parsons,"Las Vegas, Nevada, USA",227.0,3:47,Welterweight,2021-07-17,Red,Punches,KO/TKO
Amanda Lemos,Montserrat Conejo,"Las Vegas, Nevada, USA",35.0,0:35,Women's Strawweight,2021-07-17,Red,Punch,KO/TKO
Khalid Taha,Sergey Morozov,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2021-07-17,Blue,,U-DEC
Francisco Figueiredo,Malcolm Gordon,"Las Vegas, Nevada, USA",900.0,5:00,Flyweight,2021-07-17,Blue,,U-DEC
Alan Baudot,Rodrigo Nascimento,"Las Vegas, Nevada, USA",389.0,1:29,Heavyweight,2021-07-17,Blue,Punches,KO/TKO
Dustin Poirier,Conor McGregor,"Las Vegas, Nevada, USA",300.0,5:00,Lightweight,2021-07-10,Red,,KO/TKO
Gilbert Burns,Stephen Thompson,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2021-07-10,Red,,U-DEC
Tai Tuivasa,Greg Hardy,"Las Vegas, Nevada, USA",67.0,1:07,Heavyweight,2021-07-10,Red,Punch,KO/TKO
Irene Aldana,Yana Kunitskaya,"Las Vegas, Nevada, USA",275.0,4:35,Women's Bantamweight,2021-07-10,Red,Punches,KO/TKO
Sean O'Malley,Kris Moutinho,"Las Vegas, Nevada, USA",873.0,4:33,Bantamweight,2021-07-10,Red,Punches,KO/TKO
Carlos Condit,Max Griffin,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2021-07-10,Blue,,U-DEC
Niko Price,Michel Pereira,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2021-07-10,Blue,,U-DEC
Ryan Hall,Ilia Topuria,"Las Vegas, Nevada, USA",287.0,4:47,Featherweight,2021-07-10,Blue,Punches,KO/TKO
Trevin Giles,Dricus Du Plessis,"Las Vegas, Nevada, USA",401.0,1:41,Middleweight,2021-07-10,Blue,Punch,KO/TKO
Jennifer Maia,Jessica Eye,"Las Vegas, Nevada, USA",900.0,5:00,Women's Flyweight,2021-07-10,Red,,U-DEC
Omari Akhmedov,Brad Tavares,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2021-07-10,Blue,,S-DEC
Zhalgas Zhumagulov,Jerome Rivera,"Las Vegas, Nevada, USA",122.0,2:02,Flyweight,2021-07-10,Red,Guillotine Choke,SUB
Ciryl Gane,Alexander Volkov,"Las Vegas, Nevada, USA",1500.0,5:00,Heavyweight,2021-06-26,Red,,U-DEC
Tanner Boser,Ovince Saint Preux,"Las Vegas, Nevada, USA",451.0,2:31,Heavyweight,2021-06-26,Red,Punch,KO/TKO
Raoni Barcelos,Timur Valiev,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2021-06-26,Blue,,M-DEC
Tim Means,Nicolas Dalby,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2021-06-26,Red,,U-DEC
Renato Moicano,Jai Herbert,"Las Vegas, Nevada, USA",574.0,4:34,Lightweight,2021-06-26,Red,Rear Naked Choke,SUB
Kennedy Nzechukwu,Danilo Marques,"Las Vegas, Nevada, USA",620.0,0:20,Light Heavyweight,2021-06-26,Red,Punches,KO/TKO
Shavkat Rakhmonov,Michel Prazeres,"Las Vegas, Nevada, USA",430.0,2:10,Welterweight,2021-06-26,Red,Rear Naked Choke,SUB
Warlley Alves,Jeremiah Wells,"Las Vegas, Nevada, USA",330.0,0:30,Welterweight,2021-06-26,Blue,Punch,KO/TKO
Marcin Prachnio,Ike Villanueva,"Las Vegas, Nevada, USA",356.0,0:56,Light Heavyweight,2021-06-26,Red,Kick,KO/TKO
Julia Avila,Julija Stoliarenko,"Las Vegas, Nevada, USA",859.0,4:19,Women's Bantamweight,2021-06-26,Red,Rear Naked Choke,SUB
Charles Rosa,Justin Jaynes,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2021-06-26,Red,,S-DEC
Yancy Medeiros,Damir Hadzovic,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2021-06-26,Blue,,U-DEC
Chan Sung Jung,Dan Ige,"Las Vegas, Nevada, USA",1500.0,5:00,Featherweight,2021-06-19,Red,,U-DEC
Aleksei Oleinik,Serghei Spivac,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2021-06-19,Blue,,U-DEC
Marlon Vera,Davey Grant,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2021-06-19,Red,,U-DEC
Julian Erosa,SeungWoo Choi,"Las Vegas, Nevada, USA",97.0,1:37,Featherweight,2021-06-19,Blue,Punch,KO/TKO
Wellington Turman,Bruno Silva,"Las Vegas, Nevada, USA",285.0,4:45,Middleweight,2021-06-19,Blue,Punches,KO/TKO
Matt Brown,Dhiego Lima,"Las Vegas, Nevada, USA",482.0,3:02,Welterweight,2021-06-19,Red,Punch,KO/TKO
Aleksa Camur,Nicolae Negumereanu,"Las Vegas, Nevada, USA",900.0,5:00,Light Heavyweight,2021-06-19,Blue,,S-DEC
Kanako Murata,Virna Jandiroba,"Las Vegas, Nevada, USA",600.0,5:00,Women's Strawweight,2021-06-19,Blue,,KO/TKO
Khaos Williams,Matthew Semelsberger,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2021-06-19,Red,,U-DEC
Josh Parisian,Roque Martinez,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2021-06-19,Red,,S-DEC
Joaquim Silva,Ricky Glenn,"Las Vegas, Nevada, USA",37.0,0:37,Lightweight,2021-06-19,Blue,Punches,KO/TKO
Casey O'Neill,Lara Procopio,"Las Vegas, Nevada, USA",774.0,2:54,Women's Flyweight,2021-06-19,Red,Rear Naked Choke,SUB
Israel Adesanya,Marvin Vettori,"Glendale, Arizona, USA",1500.0,5:00,Middleweight,2021-06-12,Red,,U-DEC
Deiveson Figueiredo,Brandon Moreno,"Glendale, Arizona, USA",746.0,2:26,Flyweight,2021-06-12,Blue,Rear Naked Choke,SUB
Leon Edwards,Nate Diaz,"Glendale, Arizona, USA",1500.0,5:00,Welterweight,2021-06-12,Red,,U-DEC
Demian Maia,Belal Muhammad,"Glendale, Arizona, USA",900.0,5:00,Welterweight,2021-06-12,Blue,,U-DEC
Paul Craig,Jamahal Hill,"Glendale, Arizona, USA",119.0,1:59,Light Heavyweight,2021-06-12,Red,Punches,KO/TKO
Drew Dober,Brad Riddell,"Glendale, Arizona, USA",900.0,5:00,Lightweight,2021-06-12,Blue,,U-DEC
Eryk Anders,Darren Stewart,"Glendale, Arizona, USA",900.0,5:00,Light Heavyweight,2021-06-12,Red,,U-DEC
Lauren Murphy,Joanne Calderwood,"Glendale, Arizona, USA",900.0,5:00,Women's Flyweight,2021-06-12,Red,,S-DEC
Movsar Evloev,Hakeem Dawodu,"Glendale, Arizona, USA",900.0,5:00,Featherweight,2021-06-12,Red,,U-DEC
Pannie Kianzad,Alexis Davis,"Glendale, Arizona, USA",900.0,5:00,Women's Bantamweight,2021-06-12,Red,,U-DEC
Matt Frevola,Terrance McKinney,"Glendale, Arizona, USA",7.0,0:07,Lightweight,2021-06-12,Blue,Punch,KO/TKO
Chase Hooper,Steven Peterson,"Glendale, Arizona, USA",900.0,5:00,Featherweight,2021-06-12,Blue,,U-DEC
Fares Ziam,Luigi Vendramini,"Glendale, Arizona, USA",900.0,5:00,Lightweight,2021-06-12,Red,,M-DEC
Carlos Felipe,Jake Collier,"Glendale, Arizona, USA",900.0,5:00,Heavyweight,2021-06-12,Red,,S-DEC
Jairzinho Rozenstruik,Augusto Sakai,"Las Vegas, Nevada, USA",299.0,4:59,Heavyweight,2021-06-05,Red,Punches,KO/TKO
Walt Harris,Marcin Tybura,"Las Vegas, Nevada, USA",246.0,4:06,Heavyweight,2021-06-05,Blue,Punches,KO/TKO
Roman Dolidze,Laureano Staropoli,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2021-06-05,Red,,U-DEC
Santiago Ponzinibbio,Miguel Baeza,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2021-06-05,Red,,U-DEC
Dusko Todorovic,Gregory Rodrigues,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2021-06-05,Blue,,U-DEC
Montana De La Rosa,Ariane Lipski,"Las Vegas, Nevada, USA",567.0,4:27,Women's Flyweight,2021-06-05,Red,Punches,KO/TKO
Tanner Boser,Ilir Latifi,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2021-06-05,Blue,,S-DEC
Francisco Trinaldo,Muslim Salikhov,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2021-06-05,Blue,,U-DEC
Makwan Amirkhani,Kamuela Kirk,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2021-06-05,Blue,,U-DEC
Manon Fiorot,Tabatha Ricci,"Las Vegas, Nevada, USA",480.0,3:00,Women's Flyweight,2021-06-05,Red,Punches,KO/TKO
Sean Woodson,Youssef Zalal,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2021-06-05,Red,,S-DEC
Claudio Puelles,Jordan Leavitt,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2021-06-05,Red,,U-DEC
Rob Font,Cody Garbrandt,"Las Vegas, Nevada, USA",,,Bantamweight,2021-05-22,Red,,U-DEC
Yan Xiaonan,Carla Esparza,"Las Vegas, Nevada, USA",,,Women's Strawweight,2021-05-22,Blue,,KO/TKO
Justin Tafa,Jared Vanderaa,"Las Vegas, Nevada, USA",,,Heavyweight,2021-05-22,Blue,,U-DEC
Felicia Spencer,Norma Dumont,"Las Vegas, Nevada, USA",,,Women's Featherweight,2021-05-22,Blue,,S-DEC
Ricardo Ramos,Bill Algeo,"Las Vegas, Nevada, USA",,,Featherweight,2021-05-22,Red,,U-DEC
Jack Hermansson,Edmen Shahbazyan,"Las Vegas, Nevada, USA",,,Middleweight,2021-05-22,Red,,U-DEC
Ben Rothwell,Chris Barnett,"Las Vegas, Nevada, USA",,,Heavyweight,2021-05-22,Red,,SUB
Court McGee,Claudio Silva,"Las Vegas, Nevada, USA",,,Welterweight,2021-05-22,Red,,U-DEC
Bruno Silva,Victor Rodriguez,"Las Vegas, Nevada, USA",,,Flyweight,2021-05-22,Red,,KO/TKO
Josh Culibao,Shayilan Nuerdanbieke,"Las Vegas, Nevada, USA",,,Featherweight,2021-05-22,Red,,U-DEC
David Dvorak,Juancamilo Ronderos,"Las Vegas, Nevada, USA",,,Flyweight,2021-05-22,Red,,SUB
Rafael Alves,Damir Ismagulov,"Las Vegas, Nevada, USA",,,Lightweight,2021-05-22,Blue,,U-DEC
Charles Oliveira,Michael Chandler,"Houston, Texas, USA",,,Lightweight,2021-05-15,Red,,KO/TKO
Tony Ferguson,Beneil Dariush,"Houston, Texas, USA",,,Lightweight,2021-05-15,Blue,,U-DEC
Matt Schnell,Rogerio Bontorin,"Houston, Texas, USA",,,Bantamweight,2021-05-15,Blue,,U-DEC
Katlyn Chookagian,Viviane Araujo,"Houston, Texas, USA",,,Women's Flyweight,2021-05-15,Red,,U-DEC
Shane Burgos,Edson Barboza,"Houston, Texas, USA",,,Featherweight,2021-05-15,Blue,,KO/TKO
Jacare Souza,Andre Muniz,"Houston, Texas, USA",,,Middleweight,2021-05-15,Blue,,SUB
Lando Vannata,Mike Grundy,"Houston, Texas, USA",,,Featherweight,2021-05-15,Red,,S-DEC
Jordan Wright,Jamie Pickett,"Houston, Texas, USA",,,Middleweight,2021-05-15,Red,,KO/TKO
Andrea Lee,Antonina Shevchenko,"Houston, Texas, USA",,,Women's Flyweight,2021-05-15,Red,,SUB
Gina Mazany,Priscila Cachoeira,"Houston, Texas, USA",,,Women's Flyweight,2021-05-15,Blue,,KO/TKO
Kevin Aguilar,Tucker Lutz,"Houston, Texas, USA",,,Featherweight,2021-05-15,Blue,,U-DEC
Christos Giagos,Sean Soriano,"Houston, Texas, USA",,,Lightweight,2021-05-15,Red,,SUB
Marina Rodriguez,Michelle Waterson,"Las Vegas, Nevada, USA",,,Women's Flyweight,2021-05-08,Red,,U-DEC
Donald Cerrone,Alex Morono,"Las Vegas, Nevada, USA",,,Welterweight,2021-05-08,Blue,,KO/TKO
Neil Magny,Geoff Neal,"Las Vegas, Nevada, USA",,,Welterweight,2021-05-08,Red,,U-DEC
Maurice Greene,Marcos Rogerio de Lima,"Las Vegas, Nevada, USA",,,Heavyweight,2021-05-08,Blue,,U-DEC
Diego Ferreira,Gregor Gillespie,"Las Vegas, Nevada, USA",,,Lightweight,2021-05-08,Blue,,KO/TKO
Phil Hawes,Kyle Daukaus,"Las Vegas, Nevada, USA",,,Middleweight,2021-05-08,Red,,U-DEC
Ludovit Klein,Michael Trizano,"Las Vegas, Nevada, USA",,,Featherweight,2021-05-08,Blue,,U-DEC
Junyong Park,Tafon Nchukwi,"Las Vegas, Nevada, USA",,,Middleweight,2021-05-08,Red,,M-DEC
Christian Aguilera,Carlston Harris,"Las Vegas, Nevada, USA",,,Welterweight,2021-05-08,Blue,,SUB
Dominick Reyes,Jiri Prochazka,"Las Vegas, Nevada, USA",,,Light Heavyweight,2021-05-01,Blue,,KO/TKO
Giga Chikadze,Cub Swanson,"Las Vegas, Nevada, USA",,,Featherweight,2021-05-01,Red,,KO/TKO
Sean Strickland,Krzysztof Jotko,"Las Vegas, Nevada, USA",,,Middleweight,2021-05-01,Red,,U-DEC
Merab Dvalishvili,Cody Stamann,"Las Vegas, Nevada, USA",,,Bantamweight,2021-05-01,Red,,U-DEC
Randa Markos,Luana Pinheiro,"Las Vegas, Nevada, USA",,,Women's Strawweight,2021-05-01,Blue,,DQ
Kai Kamaka,TJ Brown,"Las Vegas, Nevada, USA",,,Featherweight,2021-05-01,Blue,,S-DEC
Poliana Botelho,Luana Carolina,"Las Vegas, Nevada, USA",,,Women's Flyweight,2021-05-01,Blue,,S-DEC
Loma Lookboonmee,Sam Hughes,"Las Vegas, Nevada, USA",,,Women's Strawweight,2021-05-01,Red,,U-DEC
Andreas Michailidis,KB Bhullar,"Las Vegas, Nevada, USA",,,Middleweight,2021-05-01,Red,,U-DEC
Luke Sanders,Felipe Colares,"Las Vegas, Nevada, USA",,,Featherweight,2021-05-01,Blue,,U-DEC
Kamaru Usman,Jorge Masvidal,"Jacksonville, Florida, USA",,,Welterweight,2021-04-24,Red,,KO/TKO
Zhang Weili,Rose Namajunas,"Jacksonville, Florida, USA",,,Women's Strawweight,2021-04-24,Blue,,KO/TKO
Valentina Shevchenko,Jessica Andrade,"Jacksonville, Florida, USA",,,Women's Flyweight,2021-04-24,Red,,KO/TKO
Uriah Hall,Chris Weidman,"Jacksonville, Florida, USA",,,Middleweight,2021-04-24,Red,,KO/TKO
Anthony Smith,Jimmy Crute,"Jacksonville, Florida, USA",,,Light Heavyweight,2021-04-24,Red,,KO/TKO
Alex Oliveira,Randy Brown,"Jacksonville, Florida, USA",,,Welterweight,2021-04-24,Blue,,SUB
Dwight Grant,Stefan Sekulic,"Jacksonville, Florida, USA",,,Welterweight,2021-04-24,Red,,S-DEC
Karl Roberson,Brendan Allen,"Jacksonville, Florida, USA",,,Middleweight,2021-04-24,Blue,,SUB
Pat Sabatini,Tristan Connelly,"Jacksonville, Florida, USA",,,Featherweight,2021-04-24,Red,,U-DEC
Danaa Batgerel,Kevin Natividad,"Jacksonville, Florida, USA",,,Bantamweight,2021-04-24,Red,,KO/TKO
Kazula Vargas,Rong Zhu,"Jacksonville, Florida, USA",,,Lightweight,2021-04-24,Red,,U-DEC
Aori Qileng,Jeff Molina,"Jacksonville, Florida, USA",,,Flyweight,2021-04-24,Blue,,U-DEC
Na Liang,Ariane Carnelossi,"Jacksonville, Florida, USA",,,Women's Strawweight,2021-04-24,Blue,,KO/TKO
Robert Whittaker,Kelvin Gastelum,"Las Vegas, Nevada, USA",,,Middleweight,2021-04-17,Red,,U-DEC
Andrei Arlovski,Chase Sherman,"Las Vegas, Nevada, USA",,,Heavyweight,2021-04-17,Red,,U-DEC
Abdul Razak Alhassan,Jacob Malkoun,"Las Vegas, Nevada, USA",,,Middleweight,2021-04-17,Blue,,U-DEC
Tracy Cortez,Justine Kish,"Las Vegas, Nevada, USA",,,Women's Flyweight,2021-04-17,Red,,S-DEC
Luis Pena,Alexander Munoz,"Las Vegas, Nevada, USA",,,Lightweight,2021-04-17,Red,,S-DEC
Alexandr Romanov,Juan Espino,"Las Vegas, Nevada, USA",,,Heavyweight,2021-04-17,Red,,S-DEC
Jessica Penne,Loopy Godinez,"Las Vegas, Nevada, USA",,,Women's Strawweight,2021-04-17,Red,,S-DEC
Bartosz Fabinski,Gerald Meerschaert,"Las Vegas, Nevada, USA",,,Middleweight,2021-04-17,Blue,,SUB
Austin Hubbard,Dakota Bush,"Las Vegas, Nevada, USA",,,Lightweight,2021-04-17,Red,,U-DEC
Tony Gravely,Anthony Birchak,"Las Vegas, Nevada, USA",,,Bantamweight,2021-04-17,Red,,KO/TKO
Marvin Vettori,Kevin Holland,"Las Vegas, Nevada, USA",,,Middleweight,2021-04-10,Red,,U-DEC
Arnold Allen,Sodiq Yusuff,"Las Vegas, Nevada, USA",,,Featherweight,2021-04-10,Red,,U-DEC
Sam Alvey,Julian Marquez,"Las Vegas, Nevada, USA",,,Middleweight,2021-04-10,Blue,,SUB
Nina Nunes,Mackenzie Dern,"Las Vegas, Nevada, USA",,,Women's Strawweight,2021-04-10,Blue,,SUB
Mike Perry,Daniel Rodriguez,"Las Vegas, Nevada, USA",,,Welterweight,2021-04-10,Blue,,U-DEC
Jim Miller,Joe Solecki,"Las Vegas, Nevada, USA",,,Lightweight,2021-04-10,Blue,,U-DEC
Scott Holtzman,Mateusz Gamrot,"Las Vegas, Nevada, USA",,,Lightweight,2021-04-10,Blue,,KO/TKO
John Makdessi,Ignacio Bahamondes,"Las Vegas, Nevada, USA",,,Lightweight,2021-04-10,Red,,S-DEC
Yorgan De Castro,Jarjis Danho,"Las Vegas, Nevada, USA",,,Heavyweight,2021-04-10,Blue,,KO/TKO
Hunter Azure,Jack Shore,"Las Vegas, Nevada, USA",,,Bantamweight,2021-04-10,Blue,,S-DEC
Luis Saldana,Jordan Griffin,"Las Vegas, Nevada, USA",,,Featherweight,2021-04-10,Red,,U-DEC
Da-Un Jung,William Knight,"Las Vegas, Nevada, USA",,,Light Heavyweight,2021-04-10,Red,,U-DEC
Impa Kasanganay,Sasha Palatnikov,"Las Vegas, Nevada, USA",,,Welterweight,2021-04-10,Red,,SUB
Stipe Miocic,Francis Ngannou,"Las Vegas, Nevada, USA",,,Heavyweight,2021-03-27,Blue,,KO/TKO
Tyron Woodley,Vicente Luque,"Las Vegas, Nevada, USA",,,Welterweight,2021-03-27,Blue,,SUB
Sean O'Malley,Thomas Almeida,"Las Vegas, Nevada, USA",,,Bantamweight,2021-03-27,Red,,KO/TKO
Gillian Robertson,Miranda Maverick,"Las Vegas, Nevada, USA",,,Women's Flyweight,2021-03-27,Blue,,U-DEC
Jamie Mullarkey,Khama Worthy,"Las Vegas, Nevada, USA",,,Lightweight,2021-03-27,Red,,KO/TKO
Alonzo Menifield,Fabio Cherant,"Las Vegas, Nevada, USA",,,Light Heavyweight,2021-03-27,Red,,SUB
