Year,Month,Day,Full-Date,Fighter,Color,Country,Winner,TitleBout,WeightClass,Gender,NumberRounds,Avg-SSL,Avg-SSP,Avg-SA,Avg-TDL,Avg-TDP,Stance,Height,Reach,Weight,Age,Finish,Details,F-Round,F-RoundTime,Fight-Secs,Wins-DM,Wins-DS,Wins-DU,Wins-KO,Wins-S,Wins-TKOS,Wins-T
2024,10,5,2024105,Carla Esparza,Red,USA,0,FALSE,Women's Strawweight,FEMALE,3,2.19,0.39,0.3,3.28,0.36,Orthodox,154.94,160.02,115,36,U-DEC,,3,300,900,1,3,4,1,1,0,10
2024,10,5,2024105,Court McGee,Red,USA,1,FALSE,Welterweight,MALE,3,4.6,0.37,0.5,1.87,0.25,Orthodox,180.34,190.5,170,39,SUB,Rear Naked Choke,1,199,199,0,1,7,0,2,0,10
2024,9,28,2024928,Renato Moicano,Red,France,1,FALSE,Lightweight,MALE,5,4.42,0.49,0.6,1.87,0.44,Orthodox,180.34,182.88,155,35,KO/TKO,,2,300,600,0,2,2,1,6,0,11
2024,9,28,2024928,Nassourdine Imavov,Red,France,1,FALSE,Middleweight,MALE,3,4.51,0.55,1.2,0.88,0.36,Orthodox,190.5,190.5,185,29,U-DEC,,3,300,900,1,0,2,3,0,0,6
2024,9,28,2024928,William Gomis,Red,France,1,FALSE,Featherweight,MALE,3,2.69,0.5,0.5,0.78,0.37,Southpaw,182.88,185.42,145,27,S-DEC,,3,300,900,0,1,1,1,0,0,3
2024,9,28,2024928,Kevin Jousset,Red,France,0,FALSE,Welterweight,MALE,3,7.73,0.56,0.5,1.05,0.4,Orthodox,187.96,190.5,170,31,KO/TKO,Punches,2,227,527,0,0,1,0,1,0,2
2024,9,28,2024928,Morgan Charriere,Red,France,1,FALSE,Featherweight,MALE,3,3.87,0.51,0.6,2.47,0.57,Orthodox,172.72,175.26,145,28,KO/TKO,Punch,2,27,327,0,0,0,1,0,0,1
2024,9,28,2024928,Fares Ziam,Red,France,1,FALSE,Lightweight,MALE,3,2.92,0.5,0.3,1.28,0.36,Orthodox,185.42,190.5,155,27,KO/TKO,Knee,3,179,779,1,1,3,0,0,0,5
2024,9,28,2024928,Ion Cutelaba,Red,France,1,FALSE,Light Heavyweight,MALE,3,4.29,0.43,0,4.04,0.52,Southpaw,185.42,190.5,205,30,S-DEC,,3,300,900,0,0,2,4,0,0,6
2024,9,28,2024928,Oumar Sy,Red,France,1,FALSE,Light Heavyweight,MALE,3,4.81,0.59,0.8,3.21,0.4,Orthodox,193.04,210.82,205,28,U-DEC,,3,300,900,0,0,0,0,1,0,1
2024,9,28,2024928,Ludovit Klein,Red,France,1,FALSE,Lightweight,MALE,3,3.81,0.54,0,1.7,0.51,Southpaw,170.18,182.88,155,29,U-DEC,,3,300,900,0,1,3,2,0,0,6
2024,9,28,2024928,Taylor Lapilus,Red,France,1,FALSE,Bantamweight,MALE,3,4.59,0.48,0.3,0.27,0.33,Southpaw,167.64,185.42,135,32,U-DEC,,3,300,900,0,0,4,1,0,0,5
2024,9,28,2024928,Ailin Perez,Red,France,1,FALSE,Women's Bantamweight,FEMALE,3,2.84,0.58,0.3,5.36,0.51,Switch,165.1,167.64,135,29,SUB,Arm Triangle,1,232,232,0,0,3,0,0,0,3
2024,9,28,2024928,Daniel Barez,Red,France,1,FALSE,Flyweight,MALE,3,4.1,0.52,0.9,2.24,0.31,Orthodox,167.64,167.64,125,35,U-DEC,,3,300,900,0,0,0,0,0,0,0
2024,9,28,2024928,Nora Cornolle,Red,France,0,FALSE,Women's Bantamweight,FEMALE,3,3.41,0.53,0,0.39,0.11,Orthodox,170.18,170.18,135,34,S-DEC,,3,300,900,0,0,1,1,0,0,2
2024,9,28,2024928,Bolaji Oki,Red,France,0,FALSE,Lightweight,MALE,3,5.63,0.45,0,2.11,0.75,Orthodox,177.8,185.42,155,28,SUB,Guillotine Choke,1,214,214,0,1,0,1,0,0,2
2024,9,14,2024914,Sean O'Malley,Red,USA,0,TRUE,Bantamweight,MALE,5,6.7,0.61,0.3,0.29,0.42,Switch,180.34,182.88,135,29,U-DEC,,5,300,1500,0,1,3,7,0,0,11
2024,9,14,2024914,Alexa Grasso,Red,USA,0,TRUE,Women's Flyweight,FEMALE,5,4.19,0.41,0.7,0.44,0.4,Orthodox,165.1,167.64,125,31,U-DEC,,5,300,1500,0,1,5,0,2,0,8
2024,9,14,2024914,Brian Ortega,Red,USA,0,FALSE,Featherweight,MALE,3,4.08,0.37,1.1,1.07,0.26,Switch,172.72,175.26,145,33,U-DEC,,3,300,900,0,0,1,3,4,0,8
2024,9,14,2024914,Daniel Zellhuber,Red,USA,0,FALSE,Lightweight,MALE,3,6.26,0.4,0.2,0.18,0.25,Switch,185.42,195.58,155,25,S-DEC,,3,300,900,0,0,3,0,1,0,4
2024,9,14,2024914,Ronaldo Rodriguez,Red,USA,1,FALSE,Flyweight,MALE,3,2.13,0.44,1.1,1.13,0.5,Orthodox,167.64,165.1,125,25,U-DEC,,3,300,900,0,0,0,0,1,0,1
2024,9,14,2024914,Irene Aldana,Red,USA,0,FALSE,Women's Bantamweight,FEMALE,3,5.19,0.39,0.2,0.15,0.5,Orthodox,175.26,172.72,135,36,U-DEC,,3,300,900,0,1,3,3,1,0,8
2024,9,14,2024914,Manuel Torres,Red,USA,0,FALSE,Lightweight,MALE,3,7.17,0.55,1.1,2.26,0.66,Switch,177.8,185.42,155,29,KO/TKO,Punch,1,242,242,0,0,0,3,1,0,4
2024,9,14,2024914,Yazmin Jauregui,Red,USA,0,FALSE,Women's Strawweight,FEMALE,3,6.64,0.39,0,0,0,Orthodox,160.02,162.56,115,25,SUB,Rear Naked Choke,1,182,182,0,0,2,1,0,0,3
2024,9,14,2024914,Edgar Chairez,Red,USA,0,FALSE,Flyweight,MALE,3,3.45,0.45,1.5,0,0,Orthodox,170.18,180.34,125,28,U-DEC,,3,300,900,0,0,0,0,1,0,1
2024,9,14,2024914,Raul Rosas Jr.,Red,USA,1,FALSE,Bantamweight,MALE,3,1.55,0.43,1.3,4.02,0.39,Switch,175.26,170.18,135,19,U-DEC,,3,300,900,0,0,1,1,2,0,4
2024,9,7,202497,Gilbert Burns,Red,USA,0,FALSE,Welterweight,MALE,5,3.17,0.48,0.5,2.1,0.37,Orthodox,177.8,180.34,170,38,U-DEC,,5,300,1500,0,0,7,3,5,0,15
2024,9,7,202497,Jessica Andrade,Red,USA,0,FALSE,Women's Flyweight,FEMALE,3,6.44,0.5,0.3,2.23,0.54,Orthodox,154.94,157.48,125,32,U-DEC,,3,300,900,0,2,6,6,3,0,17
2024,9,7,202497,Steve Garcia,Red,USA,1,FALSE,Featherweight,MALE,3,5.04,0.56,0.6,1.17,0.4,Southpaw,182.88,190.5,145,32,KO/TKO,Elbows,1,239,239,0,0,0,6,0,0,6
2024,9,7,202497,Matt Schnell,Red,USA,0,FALSE,Bantamweight,MALE,3,4.39,0.39,1,0.56,0.4,Orthodox,172.72,177.8,125,34,SUB,Guillotine Choke,2,29,329,0,2,1,0,3,0,6
2024,9,7,202497,Trevor Peek,Red,USA,0,FALSE,Lightweight,MALE,3,4.39,0.53,0,1.45,0.5,Switch,175.26,177.8,155,29,U-DEC,,3,300,900,0,0,1,2,0,0,3
2024,9,7,202497,Rongzhu,Red,USA,0,FALSE,Lightweight,MALE,3,5.45,0.51,0.2,1.85,0.62,Orthodox,175.26,182.88,155,24,KO/TKO,,2,254,554,0,0,1,2,1,0,4
2024,9,7,202497,Isaac Dulgarian,Red,USA,1,FALSE,Featherweight,MALE,3,3.37,0.64,2.1,5.15,0.52,Orthodox,170.18,180.34,145,28,SUB,Arm Triangle,2,259,559,0,0,0,1,0,0,1
2024,9,7,202497,Felipe dos Santos,Red,USA,0,FALSE,Flyweight,MALE,3,3.87,0.37,0.3,0,0,Orthodox,170.18,177.8,125,23,U-DEC,,3,300,900,0,1,0,0,0,0,1
2024,9,7,202497,Yizha,Red,USA,0,FALSE,Featherweight,MALE,3,2.8,0.44,1.1,3.54,0.3,Orthodox,170.18,180.34,145,27,U-DEC,,3,300,900,0,1,1,0,3,0,5
2024,9,7,202497,Jaqueline Amorim,Red,USA,1,FALSE,Women's Strawweight,FEMALE,3,3.05,0.52,5.3,1.78,0.28,Orthodox,160.02,172.72,115,29,SUB,Armbar,1,208,208,0,0,0,1,1,0,2
2024,9,7,202497,Andre Petroski,Red,USA,1,FALSE,Middleweight,MALE,3,2.77,0.5,1.7,3.91,0.56,Switch,182.88,185.42,185,33,U-DEC,,3,300,900,0,1,2,1,2,0,6
2024,9,7,202497,Zygimantas Ramaska,Red,USA,0,FALSE,Featherweight,MALE,3,0.96,0.6,2.4,0,0,Orthodox,180.34,180.34,145,27,SUB,Arm Triangle,2,74,374,0,0,0,0,0,0,0
2024,8,24,2024824,Jared Cannonier,Red,USA,0,FALSE,Middleweight,MALE,5,4.49,0.5,0,0.42,0.46,Switch,180.34,195.58,185,40,U-DEC,,5,300,1500,0,1,3,6,0,0,10
2024,8,24,2024824,Angela Hill,Red,USA,0,FALSE,Women's Strawweight,FEMALE,3,5.46,0.49,0.1,0.76,0.32,Orthodox,160.02,162.56,115,39,U-DEC,,3,300,900,0,0,9,2,1,0,12
2024,8,24,2024824,Robert Valentin,Red,USA,0,FALSE,Middleweight,MALE,3,0.15,0.5,4.4,0,0,Orthodox,187.96,195.58,185,29,KO/TKO,Elbows,2,109,409,0,0,0,0,0,0,0
2024,8,24,2024824,Kaan Ofli,Red,USA,0,FALSE,Featherweight,MALE,3,1.85,0.42,0,0,0,Orthodox,170.18,167.64,145,31,KO/TKO,Punch,2,90,390,0,0,0,0,0,0,0
2024,8,24,2024824,Neil Magny,Red,USA,0,FALSE,Welterweight,MALE,3,3.44,0.46,0.2,2.15,0.4,Orthodox,190.5,203.2,170,37,KO/TKO,Punches,1,279,279,0,4,10,6,2,0,22
2024,8,24,2024824,Edmen Shahbazyan,Red,USA,0,FALSE,Middleweight,MALE,3,3.77,0.5,0.5,2.01,0.38,Orthodox,190.5,190.5,185,26,SUB,Arm Triangle,2,252,552,0,1,0,5,1,0,7
2024,8,24,2024824,Dennis Buzukja,Red,USA,0,FALSE,Lightweight,MALE,3,4.21,0.43,0.2,0.63,0.27,Switch,175.26,177.8,145,26,S-DEC,,3,300,900,0,0,1,1,0,0,2
2024,8,24,2024824,Zachary Reese,Red,USA,1,FALSE,Middleweight,MALE,3,5.06,0.59,2.5,4.08,0.55,Switch,193.04,195.58,185,30,U-DEC,,3,300,900,0,0,0,1,1,0,2
2024,8,24,2024824,Viacheslav Borshchev,Red,USA,1,FALSE,Lightweight,MALE,3,5.4,0.53,0,0,0,Orthodox,180.34,175.26,155,32,S-DEC,,3,300,900,0,0,0,3,0,0,3
2024,8,24,2024824,Jacqueline Cavalcanti,Red,USA,1,FALSE,Women's Bantamweight,FEMALE,3,6.02,0.49,0,0,0,Orthodox,172.72,177.8,135,26,S-DEC,,3,300,900,0,0,1,0,0,0,1
2024,8,24,2024824,Wang Cong,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,7.07,0.59,7.3,3.66,1,Southpaw,167.64,167.64,125,32,KO/TKO,Punches,1,62,62,0,0,0,0,1,0,1
2024,8,17,2024817,Dricus Du Plessis,Red,Australia,1,TRUE,Middleweight,MALE,5,6.18,0.49,0.9,3.04,0.5,Switch,185.42,193.04,185,30,SUB,Rear Naked Choke,4,218,1118,0,1,1,4,1,0,7
2024,8,17,2024817,Kai Kara-France,Red,Australia,1,FALSE,Flyweight,MALE,3,4.56,0.39,0,0.61,0.33,Orthodox,162.56,175.26,125,31,KO/TKO,Punch,1,244,244,0,1,4,2,0,0,7
2024,8,17,2024817,Mateusz Gamrot,Red,Australia,0,FALSE,Lightweight,MALE,3,3.23,0.5,0.1,5.25,0.35,Southpaw,177.8,177.8,155,33,S-DEC,,3,300,900,0,1,2,3,1,0,7
2024,8,17,2024817,Tai Tuivasa,Red,Australia,0,FALSE,Heavyweight,MALE,3,3.77,0.46,0,0,0,Southpaw,187.96,190.5,264,31,S-DEC,,3,300,900,0,0,1,7,0,0,8
2024,8,17,2024817,Li Jingliang,Red,Australia,0,FALSE,Welterweight,MALE,3,4.46,0.42,0,1.19,0.41,Orthodox,182.88,180.34,170,36,KO/TKO,Punch,2,242,542,0,1,2,8,0,0,11
2024,8,17,2024817,Junior Tafa,Red,Australia,0,FALSE,Heavyweight,MALE,3,3.36,0.49,0,0,0,Orthodox,190.5,190.5,240,27,SUB,Heel Hook,1,296,296,0,0,0,1,0,0,1
2024,8,17,2024817,Josh Culibao,Red,Australia,0,FALSE,Featherweight,MALE,3,3.41,0.44,0.3,0,0,Orthodox,177.8,185.42,145,30,S-DEC,,3,300,900,0,1,1,0,1,0,3
2024,8,17,2024817,Casey O'Neill,Red,Australia,1,FALSE,Women's Flyweight,FEMALE,3,7.89,0.52,0.7,1.45,0.34,Orthodox,167.64,175.26,125,26,U-DEC,,3,300,900,0,1,0,2,1,0,4
2024,8,17,2024817,Jack Jenkins,Red,Australia,1,FALSE,Featherweight,MALE,3,4.83,0.6,0,2.12,0.69,Switch,170.18,172.72,145,30,KO/TKO,Punches,3,48,648,0,1,1,1,0,0,3
2024,8,17,2024817,Tom Nolan,Red,Australia,1,FALSE,Lightweight,MALE,3,6.68,0.5,0.7,0,0,Southpaw,190.5,185.42,155,24,U-DEC,,3,300,900,0,0,0,2,0,0,2
2024,8,17,2024817,Song Kenan,Red,Australia,1,FALSE,Welterweight,MALE,3,4.57,0.47,0,0.43,0.33,Orthodox,182.88,180.34,170,34,U-DEC,,3,300,900,0,0,2,3,0,0,5
2024,8,17,2024817,Stewart Nicoll,Red,Australia,0,FALSE,Flyweight,MALE,3,3.02,0.47,0,5.66,1,Orthodox,165.1,165.1,125,29,SUB,Guillotine Choke,1,159,159,0,0,0,0,0,0,0
2024,8,10,2024810,Marcin Tybura,Red,USA,0,FALSE,Heavyweight,MALE,5,3.57,0.48,0.1,1.42,0.33,Orthodox,190.5,198.12,249,38,SUB,Armbar,1,104,104,1,0,6,4,1,0,12
2024,8,10,2024810,Damon Jackson,Red,USA,0,FALSE,Featherweight,MALE,3,2.9,0.42,1.2,2.34,0.34,Switch,180.34,180.34,155,36,U-DEC,,3,300,900,0,1,2,1,2,0,6
2024,8,10,2024810,Danny Barlow,Red,USA,1,FALSE,Welterweight,MALE,3,5.72,0.5,0,0,0,Southpaw,187.96,200.66,170,29,S-DEC,,3,300,900,0,0,0,2,0,0,2
2024,8,10,2024810,Chris Gutierrez,Red,USA,1,FALSE,Bantamweight,MALE,3,4.72,0.59,0.1,0.26,0.3,Orthodox,175.26,170.18,135,33,U-DEC,,3,300,900,0,2,3,3,0,0,8
2024,8,10,2024810,Yana Santos,Red,USA,1,FALSE,Women's Bantamweight,FEMALE,3,4.42,0.58,0.1,0.97,0.53,Orthodox,167.64,172.72,135,34,U-DEC,,3,300,900,0,0,4,0,0,0,4
2024,8,10,2024810,Toshiomi Kazama,Red,USA,1,FALSE,Bantamweight,MALE,3,1.72,0.53,0.6,1.68,0.12,Orthodox,170.18,175.26,135,27,SUB,Triangle Choke,2,115,415,0,0,1,0,0,0,1
2024,8,10,2024810,Karol Rosa,Red,USA,1,FALSE,Women's Bantamweight,FEMALE,3,6.49,0.56,0,1.2,0.46,Orthodox,165.1,170.18,135,29,U-DEC,,3,300,900,1,2,3,0,0,0,6
2024,8,10,2024810,Jhonata Diniz,Red,USA,1,FALSE,Heavyweight,MALE,3,4.09,0.53,0,0,0,Orthodox,193.04,200.66,254,33,U-DEC,,3,300,900,0,0,0,2,0,0,2
2024,8,10,2024810,Youssef Zalal,Red,USA,1,FALSE,Featherweight,MALE,3,2.87,0.49,1.4,2.33,0.34,Switch,177.8,182.88,145,27,SUB,Rear Naked Choke,1,232,232,0,0,3,0,1,0,4
2024,8,10,2024810,Stephanie Luciano,Red,USA,1,FALSE,Women's Strawweight,FEMALE,3,5.3,0.48,0,0.5,1,Orthodox,167.64,165.1,115,24,U-DEC,,3,300,900,0,0,0,0,0,0,0
2024,8,3,202483,Cory Sandhagen,Red,United Arab Emirates,0,FALSE,Bantamweight,MALE,5,5.02,0.44,0.3,1.19,0.32,Switch,180.34,177.8,135,32,U-DEC,,5,300,1500,0,2,2,5,1,0,10
2024,8,3,202483,Shara Magomedov,Red,United Arab Emirates,1,FALSE,Middleweight,MALE,3,6.82,0.65,0,0,0,Orthodox,187.96,185.42,185,30,U-DEC,,3,300,900,0,0,1,1,0,0,2
2024,8,3,202483,Marlon Vera,Red,United Arab Emirates,0,FALSE,Bantamweight,MALE,3,4.27,0.49,0.8,0.51,0.39,Switch,172.72,177.8,135,31,U-DEC,,3,300,900,0,0,4,7,4,0,15
2024,8,3,202483,Tony Ferguson,Red,United Arab Emirates,0,FALSE,Welterweight,MALE,3,4.91,0.45,0.9,0.39,0.35,Orthodox,180.34,193.04,170,40,SUB,Rear Naked Choke,1,224,224,0,1,3,5,6,0,15
2024,8,3,202483,Mackenzie Dern,Red,United Arab Emirates,1,FALSE,Women's Strawweight,FEMALE,3,3.43,0.39,1.2,0.88,0.16,Orthodox,162.56,160.02,115,31,U-DEC,,3,300,900,0,2,2,0,4,0,8
2024,8,3,202483,Joel Alvarez,Red,United Arab Emirates,1,FALSE,Lightweight,MALE,3,4.39,0.52,1.2,0,0,Orthodox,190.5,195.58,155,31,KO/TKO,Knees,3,216,816,0,0,0,2,3,0,5
2024,8,3,202483,Azamat Murzakanov,Red,United Arab Emirates,1,FALSE,Light Heavyweight,MALE,3,4.72,0.56,0,0.62,0.15,Southpaw,177.8,180.34,205,35,KO/TKO,Punches,2,198,498,0,0,1,3,0,0,4
2024,8,3,202483,Mohammad Yahya,Red,United Arab Emirates,0,FALSE,Lightweight,MALE,3,2.38,0.42,0.8,0.76,1,Switch,175.26,185.42,155,30,KO/TKO,Punches,1,285,285,0,0,0,0,0,0,0
2024,8,3,202483,Shamil Gaziev,Red,United Arab Emirates,1,FALSE,Heavyweight,MALE,3,2.43,0.49,0.3,1.03,0.3,Orthodox,193.04,198.12,265,34,U-DEC,,3,300,900,0,0,0,1,1,0,2
2024,8,3,202483,Guram Kutateladze,Red,United Arab Emirates,1,FALSE,Lightweight,MALE,3,3.95,0.45,0,0.77,0.2,Orthodox,180.34,182.88,155,32,U-DEC,,3,300,900,0,1,0,0,0,0,1
2024,8,3,202483,Viktoriia Dudakova,Red,United Arab Emirates,0,FALSE,Women's Strawweight,FEMALE,3,3.45,0.48,0,2.63,0.36,Orthodox,165.1,170.18,115,25,S-DEC,,3,300,900,0,0,2,1,0,0,3
2024,8,3,202483,Jai Herbert,Red,United Arab Emirates,1,FALSE,Lightweight,MALE,3,3.16,0.42,0,0.5,0.23,Orthodox,185.42,195.58,155,36,U-DEC,,3,300,900,0,0,1,1,0,0,2
2024,8,3,202483,Sedriques Dumas,Red,United Arab Emirates,1,FALSE,Middleweight,MALE,3,2.15,0.48,0.3,1.31,0.35,Orthodox,187.96,200.66,185,28,U-DEC,,3,300,900,0,0,2,0,1,0,3
2024,7,27,2024727,Leon Edwards,Red,United Kingdom,0,TRUE,Welterweight,MALE,5,2.68,0.53,0.4,1.25,0.36,Southpaw,187.96,187.96,170,32,U-DEC,,5,300,1500,1,1,8,3,1,0,14
2024,7,27,2024727,Tom Aspinall,Red,United Kingdom,1,TRUE,Heavyweight,MALE,5,8.07,0.67,1.6,3.27,1,Orthodox,195.58,198.12,256,31,KO/TKO,Punch,1,60,60,0,0,0,5,2,0,7
2024,7,27,2024727,King Green,Red,United Kingdom,0,FALSE,Lightweight,MALE,3,6.43,0.53,0.3,1.23,0.39,Orthodox,177.8,180.34,155,37,SUB,Triangle Choke,1,202,202,0,2,8,3,4,0,17
2024,7,27,2024727,Christian Leroy Duncan,Red,United Kingdom,0,FALSE,Middleweight,MALE,3,4.71,0.62,0,0.31,0.14,Switch,187.96,200.66,185,29,U-DEC,,3,300,900,0,0,0,3,0,0,3
2024,7,27,2024727,Arnold Allen,Red,United Kingdom,1,FALSE,Featherweight,MALE,3,3.45,0.41,0.3,0.93,0.47,Southpaw,172.72,177.8,145,30,U-DEC,,3,300,900,0,1,5,2,2,0,10
2024,7,27,2024727,Nathaniel Wood,Red,United Kingdom,1,FALSE,Featherweight,MALE,3,5.75,0.51,0.5,1.56,0.48,Orthodox,167.64,175.26,145,31,U-DEC,,3,300,900,0,0,4,0,3,0,7
2024,7,27,2024727,Molly McCann,Red,United Kingdom,0,FALSE,Women's Strawweight,FEMALE,3,5.39,0.49,0.5,1.84,0.36,Orthodox,162.56,157.48,115,34,U-DEC,,3,300,900,0,0,4,2,1,0,7
2024,7,27,2024727,Jake Hadley,Red,United Kingdom,1,FALSE,Bantamweight,MALE,3,3.8,0.43,1.1,0.33,0.11,Southpaw,170.18,177.8,135,27,U-DEC,,3,300,900,0,0,0,1,2,0,3
2024,7,27,2024727,Muhammad Mokaev,Red,United Kingdom,1,FALSE,Flyweight,MALE,3,1.61,0.45,0.8,5.29,0.41,Orthodox,170.18,177.8,125,23,U-DEC,,3,300,900,0,0,2,0,4,0,6
2024,7,27,2024727,Oban Elliott,Red,United Kingdom,1,FALSE,Welterweight,MALE,3,3.82,0.47,0,2.67,0.5,Orthodox,182.88,182.88,170,26,U-DEC,,3,300,900,1,0,1,0,0,0,2
2024,7,27,2024727,Modestas Bukauskas,Red,United Kingdom,1,FALSE,Light Heavyweight,MALE,3,3.21,0.42,0.2,0.38,0.66,Switch,190.5,198.12,205,30,SUB,Arm Triangle,3,192,792,0,0,2,1,0,0,3
2024,7,27,2024727,Sam Patterson,Red,United Kingdom,1,FALSE,Welterweight,MALE,3,2.66,0.37,3.9,1.94,1,Orthodox,190.5,198.12,170,28,SUB,Arm Triangle,1,170,170,0,0,0,0,2,0,2
2024,7,27,2024727,Mick Parkin,Red,United Kingdom,1,FALSE,Heavyweight,MALE,3,4.91,0.52,0.3,1.49,0.41,Orthodox,193.04,200.66,265,28,KO/TKO,Punches,1,203,203,0,0,3,0,1,0,4
2024,7,27,2024727,Shauna Bannon,Red,United Kingdom,1,FALSE,Women's Strawweight,FEMALE,3,4.37,0.41,0,0,0,Switch,165.1,165.1,115,30,S-DEC,,3,300,900,0,0,0,0,0,0,0
2024,7,20,2024720,Amanda Lemos,Red,USA,0,FALSE,Women's Strawweight,FEMALE,5,3.16,0.54,0.8,0.9,0.63,Southpaw,162.56,165.1,115,37,SUB,Armbar,2,288,588,0,1,2,3,2,0,8
2024,7,20,2024720,Steve Garcia,Red,USA,1,FALSE,Featherweight,MALE,3,5.04,0.56,0.6,1.17,0.4,Southpaw,182.88,190.5,145,32,KO/TKO,Punch,1,96,96,0,0,0,5,0,0,5
2024,7,20,2024720,Kurt Holobaugh,Red,USA,1,FALSE,Lightweight,MALE,3,4.63,0.45,0.8,0.76,0.33,Orthodox,180.34,177.8,155,37,U-DEC,,3,300,900,0,0,0,0,1,0,1
2024,7,20,2024720,Cody Durden,Red,USA,0,FALSE,Flyweight,MALE,3,3.35,0.5,0.9,4.36,0.5,Southpaw,170.18,170.18,125,33,KO/TKO,Punches,2,178,478,0,0,4,1,0,0,5
2024,7,20,2024720,Dooho Choi,Red,USA,1,FALSE,Featherweight,MALE,3,4.41,0.53,0.8,0.75,0.37,Orthodox,177.8,177.8,145,33,KO/TKO,Punch,2,218,518,0,0,0,3,0,0,3
2024,7,20,2024720,JeongYeong Lee,Red,USA,0,FALSE,Featherweight,MALE,3,2.84,0.52,0.5,0.93,0.66,Orthodox,177.8,185.42,145,28,KO/TKO,Punches,1,65,65,0,1,1,1,1,0,4
2024,7,20,2024720,Brian Kelleher,Red,USA,0,FALSE,Bantamweight,MALE,3,3.31,0.41,0.7,1.68,0.41,Switch,167.64,167.64,135,37,SUB,Arm Triangle,1,238,238,0,0,3,2,3,0,8
2024,7,20,2024720,Miranda Maverick,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,3.59,0.45,0.3,2.43,0.45,Southpaw,160.02,165.1,125,27,U-DEC,,3,300,900,0,0,3,1,2,0,6
2024,7,20,2024720,Loik Radzhabov,Red,USA,0,FALSE,Lightweight,MALE,3,2.89,0.44,0,4.65,0.57,Orthodox,180.34,175.26,155,33,U-DEC,,3,300,900,0,0,1,1,0,0,2
2024,7,20,2024720,Luana Carolina,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,4.81,0.5,0.6,0.34,0.37,Orthodox,167.64,175.26,125,31,U-DEC,,3,300,900,0,1,4,1,0,0,6
2024,7,20,2024720,Mohammed Usman,Red,USA,0,FALSE,Heavyweight,MALE,3,3.41,0.36,0,0.69,0.17,Orthodox,187.96,200.66,239,35,U-DEC,,3,300,900,0,0,2,1,0,0,3
2024,7,13,2024713,Rose Namajunas,Red,USA,1,FALSE,Women's Flyweight,FEMALE,5,3.7,0.42,0.4,1.55,0.53,Orthodox,165.1,165.1,125,32,U-DEC,,5,300,1500,0,2,3,2,3,0,10
2024,7,13,2024713,Santiago Ponzinibbio,Red,USA,0,FALSE,Welterweight,MALE,3,4.74,0.41,0,0.59,0.32,Orthodox,182.88,185.42,170,37,S-DEC,,3,300,900,0,0,5,6,0,0,11
2024,7,13,2024713,Drew Dober,Red,USA,0,FALSE,Lightweight,MALE,3,4.39,0.4,0.1,0.67,0.17,Southpaw,172.72,177.8,155,35,KO/TKO,,3,88,688,0,0,3,10,1,0,14
2024,7,13,2024713,Gabriel Bonfim,Red,USA,1,FALSE,Welterweight,MALE,3,5.78,0.42,1.9,2.92,0.75,Orthodox,185.42,182.88,170,26,U-DEC,,3,300,900,0,0,0,0,3,0,3
2024,7,13,2024713,Julian Erosa,Red,USA,1,FALSE,Featherweight,MALE,3,6.18,0.48,0.8,1.69,0.48,Southpaw,185.42,187.96,145,34,SUB,Guillotine Choke,1,289,289,0,2,1,2,3,0,8
2024,7,13,2024713,Joshua Van,Red,USA,0,FALSE,Flyweight,MALE,3,8.39,0.53,0,1.62,0.63,Orthodox,165.1,165.1,125,22,KO/TKO,Punch,3,20,620,0,1,1,1,0,0,3
2024,7,13,2024713,Jasmine Jasudavicius,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,3.79,0.45,0.5,2.39,0.41,Orthodox,170.18,172.72,125,35,U-DEC,,3,300,900,0,0,4,0,1,0,5
2024,7,13,2024713,Montel Jackson,Red,USA,1,FALSE,Bantamweight,MALE,3,3.39,0.53,0.3,3.41,0.71,Southpaw,177.8,190.5,135,32,KO/TKO,Punch,1,18,18,0,0,4,3,1,0,8
2024,7,13,2024713,Luana Santos,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,4.28,0.51,1.2,1.62,0.4,Orthodox,167.64,170.18,125,24,SUB,Rear Naked Choke,1,207,207,0,0,1,1,0,0,2
2024,7,13,2024713,Josh Fremd,Red,USA,0,FALSE,Middleweight,MALE,3,2.52,0.44,1.1,0.66,0.25,Orthodox,193.04,193.04,185,30,U-DEC,,3,300,900,0,0,1,0,1,0,2
2024,7,13,2024713,Evan Elder,Red,USA,1,FALSE,Welterweight,MALE,3,5.02,0.49,0.6,0.63,0.2,Switch,177.8,182.88,155,27,SUB,Arm Triangle,2,106,406,0,0,1,0,0,0,1
2024,6,29,2024629,Alex Pereira,Red,USA,1,TRUE,Light Heavyweight,MALE,5,5.46,0.63,0.3,0.14,1,Orthodox,193.04,200.66,205,36,KO/TKO,Kick,2,13,313,0,1,1,5,0,0,7
2024,6,29,2024629,Dan Ige,Red,USA,0,FALSE,Catch Weight,MALE,3,3.66,0.45,0.2,0.99,0.26,Orthodox,170.18,180.34,145,32,U-DEC,,3,300,900,0,2,3,4,2,0,11
